c	T_PM	d50	d90	d10	T_TM	mf_PM	mf_TM	Q_g	w_crystal	c_in	T_PM_in	T_TM_in
0.1863150861375342	315.563077773197	0.0003060140257196592	0.0003404739612644907	0.00024570708215301	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1862556065507243	315.563077773197	0.0003027380237719448	0.0003698500011241904	0.0002591710186766691	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1863037397389972	315.563077773197	0.0003361494364918414	0.0003794353169885282	0.0002805706875199374	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1862281622911053	315.563077773197	0.0003417195987950327	0.0004462671719503504	0.0002757275001462291	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1863140166756184	315.563077773197	0.0003126102912045814	0.0003486187308885766	0.0003017607867011562	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1863311716094453	315.563077773197	0.0003353941637624096	0.000357193039033737	0.0002692776859048221	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1863616235293688	315.563077773197	0.0003171475848401208	0.0003820058677097543	0.000268863440368733	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1862506076365739	315.563077773197	0.0003212630705424086	0.0003826482239909587	0.0003058842640872892	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1862864181719383	315.563077773197	0.0003367848479702465	0.0005152036375944957	0.000288172673934718	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1862170718968003	315.563077773197	0.0003373049324599358	0.0004084348197259867	0.0002949892174440585	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1862751136430887	315.563077773197	0.0003231494258952481	0.0003633291922039441	0.000292154823442791	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1862667437309607	315.563077773197	0.0003786023211544992	0.0004567835069775857	0.0003164958319900414	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1863176467378951	315.563077773197	0.0002990945835637107	0.0003909826051459727	0.0002653697737440751	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
0.1863564226695974	315.563077773197	0.0003230392314122205	0.0003978956797691939	0.00030551868694747	315.0272881787039	0.0003854380335082357	0.008423294545614622	8.245256859053726e-07	0.003787510674691439	0.19	323.15	323.15
