c,T_PM,d50,d90,d10,T_TM,mf_PM,mf_TM,Q_g,w_crystal,c_in,T_PM_in,T_TM_in,predicted_cluster
-0.8962595910739045,-1.4967808156707825,0.2279159312046983,0.0007155652643222,-0.0136192017014195,-1.4659045672328386,-0.7128025159810032,-1.195069947309377,-0.6624737856773166,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.8598690938676615,-1.4967808156707825,0.4253177018556976,0.0261257068934661,-0.0097100503688774,-1.4659045672328386,-0.7128025159810032,-1.195069947309377,-0.6624737856773166,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.9476112743389672,-1.4967808156707825,0.4887377639186582,-0.0371794204080259,0.0150440953561743,-1.4659045672328386,-0.7128025159810032,-1.195069947309377,-0.6624737856773166,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.8415904487414504,-1.4967808156707825,0.832700382386215,0.0118143691792396,-0.0237553140796856,-1.4659045672328386,-0.7128025159810032,-1.195069947309377,-0.6624737856773166,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.908417859175221,-1.4967808156707825,0.7744530004936903,0.0298635871392818,-0.0232870171576262,-1.4659045672328386,-0.7128025159810032,-1.195069947309377,-0.6624737856773166,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.8831234347171936,-1.4967808156707825,0.2536858020135276,-0.0582591164557935,-0.0327267832204083,-1.4659045672328386,-0.7128025159810032,-1.195069947309377,-0.6624737856773166,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.8730615092364763,-1.4967808156707825,0.5597985325606736,-0.0025685969557137,0.0085724034662405,-1.4659045672328386,-0.7128025159810032,-1.195069947309377,-0.6624737856773166,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.9311934898317844,-1.4967808156707825,0.6874633700919561,0.000722588522676,-0.0079620173867337,-1.4659045672328386,-0.7128025159810032,-1.195069947309377,-0.6624737856773166,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.9567878411086086,-1.4967808156707825,0.4951032061642071,0.0227834050741557,-0.0280230910258136,-1.46481313700063,-0.7128025159810032,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.665917588527369,-1.539520986433914,0.5310920168026092,0.0335832916517165,-0.0246551334636332,-1.4560986673277616,-0.7128025159810032,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.340077963997883,-1.5282546048239427,0.3028913522652606,-0.0311186192046614,0.009652665810565,-1.4632682949394482,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.655915717041325,-1.5049534313226074,0.2797022360415155,-0.0315544544948897,0.0109820773705542,-1.4759349136103157,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.705102052737156,-1.4608466330567258,0.2053651575270384,-0.0471175705918229,-0.0036159946301588,-1.5198489529280648,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.777099707540197,-1.4813719137503225,0.6256723931633319,-0.0205244031050438,0.017550418448125,-1.5389104864845466,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.7303197078452829,-1.5015743314774628,0.6018499291463746,-0.0039712929327654,0.0129884833310688,-1.558514573283048,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.8250183043393788,-1.5164386967298698,0.687805220450676,0.0262703570449523,0.0200277812055637,-1.5745934317827133,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.785264988253571,-1.5238938558247852,0.3719060162278226,-0.0580203312444466,0.0147594057760316,-1.583830456808814,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.8009239937384045,-1.5264441848085684,0.3640541089566007,0.0256049726225018,0.008542801308865,-1.5874693882030375,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.8049248857742921,-1.52718540842852,0.2034014442206972,-0.0437813700940301,-0.0210091241606408,-1.5887161090204331,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.7118878490022933,-1.5271870219431911,0.0761405197192587,-0.0110426897408233,-0.0512348702498845,-1.5887199754802996,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.7907903236797365,-1.5271871632265972,0.5041333525847865,-0.0409865111938807,-0.008701338877444,-1.5887203564578842,-1.6064321511277644,-1.195069947309377,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.7865766468596541,-1.5271871734942029,0.6692743714813815,-0.0225664747459484,-0.0160029568832485,-1.5805951688837263,-1.6064321511277644,-0.8839978878683729,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.7969883474770122,-1.4516184828735257,0.3573329991347161,-0.0109449706659714,0.0005184624017374,-1.502421292533468,-1.6064321511277644,-0.8839978878683729,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
-0.6874210242242015,-1.3700014605365287,0.2177401571407366,-0.0315414176719342,-0.0241539905757448,-1.4248683877312078,-1.6064321511277644,-0.8839978878683729,0.9017942466437804,-0.4371627714283072,2.775557561562892e-17,0.0,0.0,0
